2.81342,1.34469,0.541706,0.368324
4.78407,1.00587,1.60493,0.736648
3.19953,0.59946,2.8807,1.10497
2.26115,1.38549,0.325827,1.4733
0.743606,1.96466,0.544047,1.84162
2.09909,4.2972,1.62242,2.20994
2.51411,0.0360235,0.997196,2.57827
5.69851,4.94773,0.561907,2.94659
1.5312,2.55885,0.657267,3.31492
1.07826,2.1045,1.1234,3.68324
2.491,1.78905,1.11632,4.05157
1.32585,3.15068,0.0725671,4.41989
2.7936,0.259294,0.589928,4.78821
0.0343885,4.3996,1.39539,5.15654
0.455407,1.4492,0.735351,5.52486
5.07178,3.14635,0.00562696,5.89319
0.25758,3.93854,1.71077,6.26151
4.4225,1.39814,2.19322,6.62983
1.54561,0.884317,0.712478,6.99816
1.52618,3.39955,0.698242,7.36648
1.73221,2.53976,0.0890076,7.73481
0.808965,2.78328,0.0613061,8.10313
1.62032,2.47993,0.266832,8.47145
0.186421,2.97166,1.81896,8.83978
2.0716,0.483392,0.053674,9.2081
1.87497,3.16256,0.841863,9.57643
0.457163,2.01186,1.62396,9.94475
1.54395,4.25318,2.17861,10.3131
1.97927,1.73382,0.384984,10.6814
0.292461,3.08315,1.52331,11.0497
2.1291,0.978063,3.26592,11.418
1.62535,2.90362,0.929457,11.7864
1.78725,0.337613,1.26175,12.1547
1.45814,0.518185,2.62723,12.523
2.04542,0.1806,1.46144,12.8913
1.35721,0.109403,1.46722,13.2597
1.38399,2.61636,0.927883,13.628
1.34936,0.911028,0.221261,13.9963
0.311944,2.73535,0.698736,14.3646
0.91435,2.42274,1.46392,14.733
3.30249,2.07783,0.0965009,15.1013
0.278051,3.85477,1.21185,15.4696
2.81592,0.972911,0.429521,15.8379
0.270975,4.32488,2.77561,16.2063
2.74923,2.07287,3.96655,16.5746
1.1876,2.85373,2.37548,16.9429
4.24796,0.599496,2.37897,17.3112
3.15511,0.893726,4.58607,17.6796
7.10271,0.890884,8.54134,18.0479
6.84468,3.44844,4.17803,18.4162
0.166616,1.7895,5.07652,18.7845
0.962331,6.11171,5.68325,19.1529
1.09276,2.6459,1.71522,19.5212
5.18255,3.92309,3.22376,19.8895
3.37903,1.4394,4.42621,20.2578
2.98311,4.27569,4.72847,20.6262
4.24243,2.05334,4.22817,20.9945
3.35141,2.07932,1.20116,21.3628
1.92976,3.17775,0.541579,21.7311
1.01915,0.277195,3.19989,22.0994
5.50467,5.31273,10.1589,22.4678
4.29651,7.1221,0.449196,22.8361
3.86074,8.08895,13.2964,23.2044
4.80893,8.69641,0.0425795,23.5727
17.2429,10.5599,17.5861,23.9411
16.3863,2.58907,7.61566,24.3094
9.06565,32.3872,14.88,24.6777
25.8843,10.4761,9.75746,25.046
3.91434,15.0039,13.6114,25.4144
8.74092,13.2679,9.64598,25.7827
4.77437,10.9397,8.02586,26.151
2.29353,4.59322,0.35975,26.5193
4.72467,6.54264,0.275268,26.8877
1.02748,6.0522,3.4635,27.256
4.04901,0.0727815,10.9337,27.6243
1.54092,2.48471,7.01086,27.9926
6.93995,4.90495,0.471259,28.361
4.89664,0.765758,4.77077,28.7293
2.7875,1.10987,0.472843,29.0976
1.18687,1.79841,0.753106,29.4659
4.10263,4.42015,0.815523,29.8343
1.99494,0.719908,0.922151,30.2026
0.69528,1.94028,0.472268,30.5709
1.39823,0.93145,3.46176,30.9392
7.3195,1.7056,1.40658,31.3076
1.27922,1.75572,2.02292,31.6759
5.01318,0.387251,0.742702,32.0442
3.95867,3.45945,2.41765,32.4125
3.6935,5.16422,1.05781,32.7808
3.07634,3.06996,2.81724,33.1492
5.28739,1.67915,1.75578,33.5175
0.429154,0.235442,2.28779,33.8858
6.00378,3.45011,0.415792,34.2541
17.3976,4.12424,3.90366,34.6225
18.1721,6.39031,1.71149,34.9908
5.99472,3.09551,1.8247,35.3591
6.09573,6.6858,2.24964,35.7274
2.4981,3.18711,1.85404,36.0958
3.63026,6.4134,1.00739,36.4641
6.33443,7.21606,1.12908,36.8324
0.318898,6.91856,3.94082,37.2007
4.44173,14.0238,2.40378,37.5691
